city,min_distance
Courcy,99.00368292031011
Courdemanche,122.06250634958934
Courmont,283.3971290514351
Cours,0.10013463130594247
Courtefontaine,86.25809571173042
Courtenay,311.7886323066253
Courtomer,187.57224136587433
Coutures,81.56518017124928
Couvains,119.50459897442092
Coux,401.1397294097974
Crans,101.03876950928641
Craon,140.5134791929247
Cras,318.94061122728897
Crasville,179.24138471825594
Cravant,159.56907593133832
Crespin,12.0024030288859
Creysse,81.42811127603436
Crissey,53.808440076085056
Croisilles,58.58395544066032
Croix,454.1119724628467
Cros,190.819425760837
Cros-de-Géorand,0.0
Crottet,0.0
Créancey,87.78898758749447
Crépy,134.60072286983947
Cuisy,177.59025004439914
Curel,481.1673328609674
Cussac,181.81288759147873
Cusy,264.4211359565397
Cutry,186.6001455172519
Cuverville,64.891169579764
Cuves,489.3290615143271
Cuy,150.26906489186553
Cuzieu,113.17113287149998
Cérilly,73.83800686043892
Cézac,162.4941877068434
Dame-Marie,57.48217180990363
Damery,110.28812954503343
Dampierre,92.50326794304605
Dancé,369.02368111536396
Dannemarie,31.531385004507285
Diou,143.01068496950617
Domfront,259.45076584593295
Dommartin,59.82626694257999
Dompierre,249.4431380973777
Donjeux,108.18426073927111
Donzac,105.66333186953128
Douchy,206.0852527236526
Doudeauville,115.93681051928057
Douville,6575.214278459032
Doux,450.3021247753763
Drocourt,170.5635839923371
Droisy,477.34278359662153
Dumbéa,0.0
Dunkerque,0.0
Durfort,55.74086264652022
Dury,56.09964858217685
Dzaoudzi,0.0
Désertines,352.95124343073275
Echevannes,94.76944699419178
Ecuelles,230.04223522272056
Emanville,62.82544583178643
Ennery,300.32297093821325
Entraigues,237.44695232042028
Epagny,185.5894363733864
Epieds,151.0230339205686
Escamps,399.8872544652841
Esparron,95.97818507332127
Espinasse,130.95463561610626
Essert,227.5864828373325
Estaing,291.3342446213075
Estivareilles,155.72623983282773
Estrées,40.205059641991106
Etaules,499.18718106987666
Eterpigny,41.25458653137572
Etréchy,136.2204501767821
Etrépilly,30.249162340891417
Evry,72.66563075909856
Fabas,28.594854172800588
Falaise,363.248229011918
Famechon,52.555858088495704
Faramans,56.90874894111621
Fargues,90.41766637977038
Faugères,126.4464367164265
Faux,603.0253790136194
Faverolles,62.09211722007555
Favières,116.95666151358283
Fay,76.53773777349664
Fayet,674.6692740639479
Fays,125.44398436608155
Feings,134.31926364211645
Fenioux,73.12590628948611
Fenouillet,127.1894198115571
Ferrières,41.558213311826655
Festigny,167.32897544976808
Filain,290.1153855650853
Flacey,295.5694258943742
Flagey,105.39233867358564
Flagy,177.89258421324308
Flamanville,196.05068843227923
Flavigny,242.39503866822756
Flers,50.661220544557374
Fleurac,116.15082851350324
Fleury,56.606988098936654
Fleuré,249.8285247884484
Floirac,73.97255724931739
Flée,293.3919776666776
Foissac,190.5200174570471
Folleville,146.85279267693403
Fons,76.10423404385757
Fontaine,181.39564374604302
Fontaine-Notre-Dame,36.99267309813322
Fontaines,147.8980913947336
Fontanes,188.9583459576387
Fontanès,14.635285936095379
Fontcouverte,389.6105268952983
Fontenailles,109.49479024218252
Fontenay,107.60384556077197
Fontenelle,119.82152279122037
Fontenoy,195.70492423692926
Fonteny,225.86941730790696
Forges,133.28754569527362
Fort-de-France,0.0
Fos,218.08845114479294
Fossé,340.6509453479872
Foucherans,52.631582601463606
Fouchères,83.7486408448716
Fouchécourt,26.397671501878538
Fougerolles,373.7684036394902
Fougeré,135.36175289304038
Fouilloy,52.171392566052496
Fourneaux,203.70179630893577
Fourques,193.66859337181322
Fours,383.19481130210033
Francheville,68.98940139528672
Francières,87.10148011052576
Franconville,315.1250463619469
Franqueville,126.45541459856997
Freneuse,48.26766475310813
Fresnes,37.48435430705851
Fromentières,343.25401880320044
Fronsac,231.3108890572647
Frontenac,170.76314142719986
Frénois,117.60226857736409
Fréville,376.0162505329338
Félines,77.41986568682796
Gabriac,80.14488923042124
Gajan,268.35983528018426
Gargas,313.35204374791573
Garrigues,185.21552324544106
Gaujac,126.28085302428521
Gauville,139.02500052018897
Geay,116.95888910142519
Genay,185.71654458981715
Gennes,480.58520247146663
Genouillac,123.13613566516474
Genouilly,213.29783047159657
Genouillé,87.31581214223178
Gensac,90.96320298700947
Ger,22.114767879703514
Germaine,102.19081697669019
Germigney,40.291003197100586
Germigny,139.08097463924804
Gignac,161.81892463129395
Gigny,175.64254070460245
Gilley,95.80530073349485
Giraumont,227.43638247253745
Girolles,102.82036910014618
Givry,109.18779775504869
Gland,147.22944149838162
Glatigny,257.0490159456215
Gommecourt,140.52726017806594
Gommerville,177.45754780121052
Gondreville,131.3954057336011
Gorges,239.80853635600442
Goupillières,53.114598189487
Gourdon,212.3384498569395
Goussainville,73.06942016579902
Gouttières,362.77237910556573
Goux,577.1735816004933
Gouy,168.57868263126107
Grand-Camp,57.07194214733033
Grandchamp,115.91536695074142
Grandcourt,89.28056292947963
Grandfontaine,172.09141727116278
Grandvilliers,114.27954900480222
Grasse,0.0
Grazac,61.41185150194721
Grenay,559.8289017538865
Grenoble,0.0
Grignols,90.09791655984417
Grignon,260.54968823756934
Grigny,193.69931631349442
Griselles,116.2594425230279
Grisolles,611.4223896035645
Gron,122.06042412859841
Grèzes,46.74915715195657
Guerville,113.82714709294586
Guillac,386.63374431641995
Guilly,90.4365007934479
Génos,30.440229058200014
Générac,421.7706036149982
Halloy,66.0137737295704
Haraucourt,147.97354374428875
Hargicourt,54.433006431908794
Hargnies,72.26217845555098
Harricourt,129.1914293946265
Haucourt,24.58108745453903
Hautecour,133.25828028767663
Hauterive,204.46612081589024
Hauteroche,0.07928078514766435
Hauteville,64.99772710772935
Haux,188.0641427013559
Herly,108.98969113929063
Herqueville,232.47327309013667
Heudebouville,0.0
Heudicourt,127.51715678691512
Heuqueville,93.99775083904908
Homps,162.21293639782272
Houssay,126.63798396560912
Hébécourt,64.07694114925134
Hécourt,65.09869843698068
Héricourt,451.1949868285697
Héry,70.94684791311707
Igney,50.48335991453769
Igny,298.37813554994835
Igé,383.9991063896391
Ingrandes,43.420962964750096
Intres,0.0
Issanlas,0.0
Janville,157.0407709896404
Janvry,142.74647331816925
Jonquières,83.51307102676394
Jouy,112.21691299135
Juillac,115.63727427460798
Juilly,210.89543042278513
Juillé,34.65510067255488
Jumelles,191.27877482445194
Jussy,218.45789465651978
Juvigny,83.55063890016037
L'Epine,514.4558518120964
L'Etoile,450.5159456157226
L'Isle-Jourdain,292.4933159018631
La Barre,46.99622258539417
La Bastide,353.8998244156676
La Bazoge,106.60613500895101
La Bazoque,45.32488484942958
La Bellière,160.89958788375793
La Boissière,92.94594403043533
La Bosse,65.38971078721586
La Bretenière,54.324022166841225
La Broque,0.0
La Bussière,191.15841279089864
La Capelle,622.5339596348331
La Celle,48.04032506632622
La Cellette,63.90253030364385
La Chapelle,223.30040253299805
La Chapelle-Blanche,699.7937303088358
La Chapelle-Bâton,53.20762196288925
La Chapelle-Gauthier,185.8224507504345
La Chapelle-Neuve,74.84626587672692
La Chapelle-Saint-Sauveur,478.84174442534436
La Chaussée,335.2854540845078
La Chaux,91.93375387339667
La Colombe,218.59513387574796
La Couture,538.4182946222178
La Cressonnière,9467.378701593025
La Ferrière,186.3800057280972
La Ferrière-au-Doyen,104.49312826738287
La Feuillie,219.8942330767197
La Flamengrie,37.60547594357517
La Fontenelle,193.04848867803233
La Force,231.25414432693208
La Frette,140.78852142610145
La Garde,90.01482060614421
La Haye,0.47986425806428284
La Montagne,628.0168561107413
La Motte,891.1136148866171
La Pellerine,129.25451129913304
La Perrière,0.0
La Pommeraye,175.72598782305494
La Rivière,459.34708726543175
La Roche-Blanche,379.90798763126867
La Rochelle,552.8862257812203
La Rochette,95.63230372636667
La Romagne,490.67055386661275
La Ronde,48.80310049547578
La Rue-Saint-Pierre,77.87842999126379
La Salle,259.34352894851077
La Sauvetat,288.08098939726716
La Selve,617.0256842793414
La Tour,250.01997960389318
La Tourette,139.8502248101573
La Trinité,183.85680774751708
La Villedieu,171.17150456056282
La Villeneuve,242.8783880367266
La Voivre,62.808628608705995
Laas,537.7354283379875
Labarthe,100.73143511850844
Labatut,79.31429216972893
Labruyère,323.21865505096673
Lacave,205.61499457888016
Lachapelle,80.35242272544615
Lacoste,149.31420854965938
Lafarre,48.69437721288671
Lagarde,37.634399157845266
Lagarrigue,171.91235959667802
Lagorce,367.27103121949955
Lagrange,100.80931398743256
Lahitte,52.82344007363699
Lalanne,59.4278053375211
Laleu,191.84949538836443
Lamberville,158.22239252807967
Lamothe,365.3335618828077
Landricourt,144.7735242342473
Langlade,4641.124066382517
Langon,281.0838723022998
Lannes,583.1817326626951
Lansac,202.24039210444872
Lantenay,152.00324786705636
Lanuéjols,43.8638368497905
Lançon,790.7287005899975
Lapeyrouse,164.8571795422724
Laprade,262.46957665385037
Larchamp,43.64826495359932
Larche,436.20778881955874
Laroque,331.7384640726875
Larreule,39.666520520160525
Larroque,15.868989575122692
Larré,217.73297047769518
Lartigue,103.51092869763585
Lasse,496.79257182326717
Lasserre,63.202391996437704
Lasson,341.413180067086
Lassy,136.5256259493014
Lastic,83.33666350991628
Lauret,342.03014168438614
Laval,601.0406942840557
Lavalette,74.203208900532
Lavardin,72.11955837266449
Lavau,115.41813739264104
Lavaur,119.82638470755246
Lavergne,110.38984434386495
Le Born,177.6583289269794
Le Bosc,178.8897923538809
Le Bouchage,400.6392780362868
Le Bouchaud,143.2704609412307
Le Boulay,437.8739886726296
Le Breuil,78.86060480320634
Le Broc,363.50801204502386
Le Buisson,473.88667593571296
Le Castellet,83.33769966569007
Le Chesne,286.40518296112117
Le Châtellier,57.38897494970715
Le Faouët,79.0089644015785
Le Favril,91.70846439903717
Le Fresne,268.75064861032604
Le Gua,519.7150954970004
Le Ham,141.33920298640913
Le Hamel,50.354828515267194
Le Havre,0.0
Le Lamentin,3551.686585276971
Le Magny,354.8642146717019
Le Manoir,130.62472108344608
Le Mans,0.0
Le Mesnil-Simon,107.03325853923258
Le Mont-Dore,0.0
Le Monteil,114.06729638926994
Le Noyer,109.09636671134953
Le Passage,415.26546357837964
Le Pin,89.24414190644393
Le Pont-de-Beauvoisin,0.23829335539450486
Le Pontet,202.7493130350849
Le Port,8967.049241354962
Le Puy,562.1419277888427
Le Tampon,0.0
Le Temple,172.7908646246835
Le Theil,217.55482667573392
Le Tronchet,145.83176844292555
Le Tronquay,168.57252358565677
Le Val,0.06491974804569998
Le Vernet,120.29804731939647
Le Vigan,191.84629473046252
Lemps,0.0
Lent,91.78581137662218
Les Abymes,0.0
Les Alleuds,131.94527438453343
Les Angles,178.2310982143526
Les Bordes,79.77919005313163
Les Cabannes,143.98397621675738
Les Chapelles,623.3749302733585
Les Essards,91.90594633251591
Les Essarts,129.9079093077967
Les Forges,257.09147801853703
Les Loges,107.66825481844002
Les Mées,650.4901456089999
Les Ormes,223.3316646792225
Les Plans,87.43759845847202
Les Rousses,0.0
Les Salelles,65.97509248231839
Leugny,219.41123711462117
Leval,356.93895098485376
Levoncourt,205.8542773751022
Lherm,126.38272794113736
Lieusaint,309.2220970134911
Liez,474.4960027613082
Lifou,0.0
Lignerolles,40.454558467578074
Lignières,144.86835114915445
Ligné,200.95802848332934
Ligueux,72.54537567928624
Lille,0.0
Limeux,328.2106869148879
Limoges,0.0
Lisle,289.3979782577836
Lissac,274.5999922336007
Livry,386.58386136001343
Loisy,266.4324190677868
Lombard,41.66047531083331
Longchamp,80.58067223002202
Longnes,158.88856912532566
Longueville,68.91111341137331
Longvillers,231.44872145836194
Longvilliers,219.51934553491412
Longèves,29.9216329069047
Loubaresse,76.06758370357593
Loubens,217.2866843645267
Louesme,122.27602039350252
Loupiac,54.42085742989103
Louvigny,101.40763029603012
Louvières,479.50544645085955
Luc,341.3917186125035
Lucey,120.54105187940931
Lucy,376.06043524703847
Lucé,152.67372216310025
Lugan,93.79693712231669
Lugny,375.36738304999227
Lunas,260.16853368141506
Lussac,65.1970173174748
Lussan,297.79287492902915
Lussat,77.93416604360169
Lux,86.63751766583479
Luynes,576.5929288606706
Lyon,0.0
Lys,561.9630618407915
Léchelle,167.1718395739483
Léry,330.71375596798134
Lésigny,252.10939053013809
Macey,397.091319221894
Machault,157.94980426180774
Machy,287.8140579841358
Maconcourt,51.745087630139096
Magneux,128.90659116595953
Magny,224.85643158620982
Magné,72.11851624229205
Maillet,75.44122473837834
Maillé,55.7654142842496
Mainvilliers,63.317680669021655
Maisoncelles,370.34250683372403
Maisons,215.61567340010566
Maizières,74.01786517461723
Malans,40.868564396333895
Malicorne,170.66677660461662
Maligny,103.92932644163801
Mametz,76.65055586197566
Mane,400.68546114317127
Marans,148.18796695764144
Marcenat,112.41940891073715
Marchastel,76.41279666577508
Marcilly,306.1388248339225
Marcoux,250.6665119441734
Marcq,232.7506509205485
Marcy,184.26069108295965
Marennes,468.8833461507662
Mareuil,58.610469348760034
Margny,145.6431415002338
Margon,571.8958366145598
Marignac,104.94833169837871
Marigny,96.39333805240699
Marly,235.68860046025554
Marmagne,87.24257467968387
Marnay,91.75040294470227
Marolles,122.256066945191
Marolles-en-Brie,45.37789716855982
Marquay,612.2600308981963
Mars,125.84570962377467
Marsac,90.1742551374895
Marsal,634.0272602904596
Marsas,229.34688676695882
Marseillan,22.12923870146072
Marseille,0.0
Marsilly,642.7552603394851
Martainville,67.41684390885372
Martigny,214.82573422929966
Martincourt,304.70041225875974
Marçay,70.84565593220482
Mascaras,39.83838194507121
Massac,395.99442186728857
Massingy,252.04414676228095
Massy,124.28074702946299
Maubec,192.28258303784156
Maucourt,29.059957902112057
Maumusson,425.99005731569366
Maupas,577.0867142681367
Maurens,72.43362586618969
Maurepas,151.22164905713672
Mauriac,193.98963448481575
Mauroux,63.29351297919156
Mauvezin,38.46856347635342
Mayres,86.88200134945592
Mazerolles,48.9942847681678
Mazères,208.16723876919056
Meigneux,165.01672609141136
Meilhan,122.28677580007948
Melay,231.0627887753721
Menneville,207.81341277104693
Mercoeur,107.71948728189099
Mercy,174.80595673795077
Merville,776.2321535600137
Meslay,168.9173809550713
Mesmont,257.38054087866095
Messac,298.2709371715026
Messanges,613.8432455201474
Metz,0.0
Meudon,0.0
Meylan,466.7921079347159
Mialet,288.56624785688217
Mijoux,0.0
Millery,197.8482257464664
Millières,520.1847856554097
Mirabeau,52.916102546151045
Mirabel,250.71183319577898
Mirambeau,247.12526105782624
Miremont,299.24312402851734
Mirepoix,121.90303377462112
Miribel,70.52561683193035
Molain,394.30732020238196
Molay,82.99762311516871
Molières,80.87429994829849
Moncaup,83.57231097405801
Monclar,77.48833101587239
Moncontour,256.2872623568052
Mondeville,214.9318741447002
Mondreville,115.06660873045671
Monestier,161.1998163596039
Monfaucon,162.5831599170186
Monnières,517.1138297983814
Mons,26.23515431650192
Monségur,46.66275563648071
Mont,111.5055170346518
Mont-Saint-Jean,277.96643606628544
Mont-Saint-Martin,73.45831909274821
Montagnac,73.80546949523641
Montagne,419.87631485693845
Montagnieu,29.882714182613917
Montagny,60.05996088642343
Montaigu,344.9470070087026
Montaigut-le-Blanc,121.03036772786386
Montainville,71.89748343532568
Montastruc,75.56261497367895
Montaud,210.87192649670152
Montauriol,97.77300642418577
Montaut,16.098861692206924
Montbel,227.53664425206472
Montbrun,129.04977268731415
Montcabrier,114.40518620697789
Montcel,228.772561357671
Montchamp,523.5622619389248
Montchauvet,173.7803247583779
Montclar,97.94310657416273
Montclus,102.16600181445531
Montcornet,46.565892553744675
Montdidier,319.28991767688615
Monteils,36.1131068705978
Montels,111.54709540136233
Montesquieu,49.58282701449026
Montesson,287.78856486351657
Montfa,101.39760540301386
Montfaucon,263.33303809888304
Montferrat,219.99156602032477
Montfort,332.75718294790386
Montgaillard,57.79822276341098
Monthelon,227.50759533273438
Montignac,116.20225638089826
Montigny,62.39805674836844
Montigné,45.36064420386494
Montirat,112.95802074749881
Montjay,272.9288830613972
Montjean,228.29415344840268
Montjoi,183.81276666396755
Montlandon,336.8600656535979
Montlaur,86.19282306931599
